id,saleprice
2658,159099.12333383062
2718,203906.32804235793
2414,196260.57487993198
1989,132160.39119798806
625,184552.59888650058
333,89344.0025700198
1327,113036.64876618423
858,142403.27672255156
95,205047.44021209027
1568,166781.36224701535
2482,170770.4539272145
1364,140603.00625636848
2584,164097.49495700025
818,275482.2602176473
2673,172484.08181858575
2089,140007.3409970256
1297,159208.76283753966
790,115120.41684367531
2616,201097.8681613619
720,204729.60112904664
222,134025.77937266743
557,119673.04455979727
1148,200100.95015458926
2766,147085.86300854618
534,208766.06588508748
1452,108711.7061895791
630,132650.7342218908
2648,132281.87640658836
125,155497.92723648786
1904,19086.911947026383
1670,96427.006941122
756,94367.05608034972
717,260240.41801570635
1032,152683.3860733544
852,227191.25752117322
1731,194638.18024609564
2639,125394.27883138508
2071,82540.65515011596
1267,118240.48711846466
1851,208361.8171244862
567,167440.48557679798
2439,220235.97323259618
1898,164008.37325790664
647,149542.39455362083
2256,222900.55278513348
979,103195.56357945432
1444,222513.2129831987
2485,110178.30922906497
157,121005.50906011043
88,116060.9536543598
2003,104275.06088827131
186,214433.60760107194
1425,273476.3237878911
2695,130274.29649465694
738,118288.57156438683
395,163585.1043501501
1353,173346.23281018948
1878,144106.2758115062
390,180059.53769832314
1456,235014.9053061239
1103,307253.87671989785
1387,123827.1662603612
2070,154029.5103107551
1199,193882.18199785543
2479,177823.4431927402
501,314894.24047013046
2362,73074.00471185055
1718,201568.29443692346
2188,53354.007162626134
1483,159851.39682532335
2557,79378.09493787959
437,298919.73021395644
2224,203213.24073803565
1628,188041.0054432205
397,131241.1355125031
587,217339.82997010858
971,175442.9001314263
2611,161832.75810931763
1887,90949.76630728412
2399,323705.78158922656
2148,219950.06508186087
304,131100.5796071291
1997,123598.36444111518
2817,113980.84627012932
1431,184181.78287966317
427,325064.50181429135
263,121908.25458451081
598,187097.073303903
2895,267094.64956635586
687,172218.08615810098
1822,128644.37371757464
2191,103037.04910675506
179,148309.48819750012
1009,209207.2178040645
2010,120782.96438231948
1991,150208.0253559961
1411,145325.25292640668
1721,251283.09798478056
1144,190854.38070234493
593,224932.8904491337
575,269768.2739796266
1249,197365.5563865956
1604,118852.40489199059
1064,393732.1814410265
1923,148299.78420478827
1988,95038.34528285405
2325,173771.6083249119
114,194300.24990936765
2700,209664.44098317833
217,138735.09356455132
343,198840.27716405084
386,243030.2944643984
2005,111410.16661462886
2908,133198.44339511124
1814,213543.25891751726
2446,442943.90594024374
208,144933.2031015423
1679,139696.9673424128
822,310788.986618788
6,185633.71040145797
1781,366315.4232987331
2397,298347.76964437845
2340,284945.3125701989
1618,171465.51862257253
2843,126286.80066780839
1061,330542.20601362665
2786,108945.99915356957
1935,129140.72068377724
1341,118834.5080516357
521,289473.1735207238
2136,132662.10410004715
996,186626.7809890937
227,141101.7905966991
135,168832.0997420242
1167,185150.8443682543
294,233156.13654993055
1776,212987.43038116535
540,200406.91691302578
1717,201568.29443692346
2303,109737.13262030296
116,191551.9555643506
127,127644.10781650664
1371,148317.85160237737
1014,176288.7517807472
1507,102595.5247963441
702,172112.04310881626
750,163802.99502095394
261,155756.31424334156
1559,59787.00490722759
577,229342.56497237855
2812,213155.05354148103
2080,154319.69358305354
1368,134716.5246781977
2376,109651.69227123004
659,107744.47897937428
1235,122171.63374114106
332,73026.69443201367
1917,140642.80191646144
2094,241971.29561426723
1460,284223.83549941215
1471,205942.97917752108
1509,124415.69553329865
1922,132653.22885666648
433,395184.99629421555
460,279913.60437682504
1116,278854.5906826304
1137,180162.09267731127
53,195210.04714755062
2354,241221.35586718633
1475,216479.57644400583
1761,431851.11107562063
842,142256.95512661152
2739,167230.4007890371
2509,178778.68395287637
1007,212021.98587456136
2610,183031.02708125603
1952,76036.51068489347
2719,207109.23775627208
2921,89854.45691985055
1966,129884.98239271482
292,113267.57585375663
1204,221420.66779235099
1829,240743.59410606488
2419,200313.39330923744
391,176637.40557369147
798,124495.29049608624
481,198950.56623351783
193,212199.30740872095
555,120613.94680941757
899,62543.196536897914
2357,194838.83084008913
328,113966.34681150992
1356,123054.31896556239
1154,103474.5698757784
1730,180523.92091337894
2249,147284.98944770335
1119,274457.8334329149
2856,116827.45317161595
1394,140960.32331972965
2587,122627.08613077737
61,303345.71053392533
2661,222033.12849408155
2711,128051.50616209721
1147,189572.81709527783
757,151534.12072907644
2623,83711.0333994904
2378,162538.1216940286
1413,159878.2360691172
1722,238161.18621125864
1112,221150.6575603669
1623,189665.08778600348
1201,196674.26072624698
1513,113566.34954067087
957,237216.99338752707
1171,268540.47974676825
1145,204811.3568931946
2726,230902.4852202041
703,167385.69925430673
760,58183.79703370575
1964,132361.31219295273
2512,201573.49271304044
159,164519.13007109985
1281,195822.30471426318
468,176842.63177346485
290,122384.6130311971
665,94897.2912912434
1463,270704.26479117293
1792,235377.36251324858
923,129835.78685910418
500,300291.81220538006
1408,146502.46124842716
331,55152.85040912079
170,148207.42764524743
2192,72851.95298384479
